Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Flights_2017,Flights_2018,Flights_2016,Value_Class,Churn_Grade
753452,Canada,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,65501.0,Married,Star,7126.26,Standard,2015,9,,,20.0,9.0,0.0,Class 1 (High Value),Grade C - neutral
652047,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,54514.0,Divorced,Star,7126.47,Standard,2016,3,,,24.0,0.0,0.0,Class 2 (Low Value),Grade A - Most Likely
305807,Canada,Ontario,Toronto,M2M 6J7,Male,High School or Below,54846.0,Married,Star,7126.6,Standard,2016,7,,,11.0,16.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
152499,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,170928.0,Married,Star,7138.17,Standard,2017,8,2018.0,4.0,9.0,4.0,0.0,Class 1 (High Value),Grade D - already cancelled
769346,Canada,British Columbia,Vancouver,V1E 4R6,Female,High School or Below,69602.0,Divorced,Star,7142.55,Standard,2017,5,,,12.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
150751,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,69805.0,Married,Star,7148.33,Standard,2018,8,,,0.0,4.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
548228,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,49559.0,Married,Star,7150.11,Standard,2014,8,,,29.0,9.0,0.0,Class 1 (High Value),Grade C - neutral
238649,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,55497.0,Divorced,Star,7153.21,Standard,2013,4,,,16.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
196905,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,75462.0,Married,Star,7153.67,Standard,2014,4,,,14.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
114700,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,134476.0,Married,Star,7155.34,Standard,2017,12,,,0.0,14.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
107385,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87890.0,Divorced,Star,7155.47,Standard,2017,11,,,0.0,15.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
228820,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,81085.0,Divorced,Star,7159.81,Standard,2017,11,,,0.0,14.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
342407,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,64489.0,Married,Star,7163.8,Standard,2015,3,,,14.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
775158,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,48868.0,Divorced,Star,7179.23,Standard,2018,7,,,0.0,8.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
783789,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,54507.0,Married,Star,7193.1,Standard,2017,1,,,17.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
320784,Canada,Quebec,Montreal,H2T 9K8,Male,College,73455.0,Single,Star,7196.72,Standard,2013,3,,,18.0,24.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
485787,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,73455.0,Single,Star,7196.72,Standard,2014,6,,,23.0,14.0,0.0,Class 1 (High Value),Grade C - neutral
608517,Canada,Ontario,Trenton,K8V 4B2,Male,College,73455.0,Married,Star,7200.66,Standard,2014,11,,,14.0,21.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
664856,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,73455.0,Married,Star,7200.66,Standard,2014,12,,,11.0,5.0,0.0,Class 1 (High Value),Grade C - neutral
819664,Canada,Quebec,Montreal,H2Y 2W2,Male,College,73455.0,Married,Star,7200.66,Standard,2017,3,,,15.0,13.0,0.0,Class 1 (High Value),Grade C - neutral
698546,Canada,Ontario,London,M5B 3E4,Female,College,73455.0,Married,Star,7203.13,Standard,2012,4,,,3.0,11.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
287942,Canada,Ontario,Toronto,P1J 8T7,Female,College,73455.0,Single,Star,7215.82,Standard,2015,2,,,22.0,18.0,0.0,Class 1 (High Value),Grade C - neutral
963644,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73455.0,Single,Star,7215.82,Standard,2017,11,,,0.0,21.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
199358,Canada,Alberta,Banff,T4V 1D4,Female,College,73455.0,Single,Star,7216.1,Standard,2018,6,,,0.0,4.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
253046,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,65096.0,Single,Star,7218.38,Standard,2012,12,,,10.0,20.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
402052,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73455.0,Divorced,Star,7222.85,Standard,2014,11,,,19.0,10.0,0.0,Class 1 (High Value),Grade C - neutral
833891,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,73455.0,Divorced,Star,7222.85,Standard,2014,2,,,18.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
192554,Canada,Quebec,Quebec City,G1B 3L5,Female,College,73455.0,Married,Star,7223.69,Standard,2012,5,,,13.0,16.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
278568,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,70846.0,Married,Star,7228.99,Standard,2018,8,,,0.0,8.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
252082,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,76064.0,Single,Star,7229.33,Standard,2014,5,2018.0,9.0,21.0,17.0,0.0,Class 1 (High Value),Grade D - already cancelled
737519,Canada,Ontario,Toronto,P5S 6R4,Male,College,73455.0,Married,Star,7238.5,Standard,2014,7,,,21.0,18.0,0.0,Class 1 (High Value),Grade C - neutral
412487,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,55921.0,Married,Star,7240.66,Standard,2013,11,,,7.0,22.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
565171,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,55921.0,Married,Star,7240.66,Standard,2014,8,,,15.0,24.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
418470,Canada,Ontario,Ottawa,K1F 2R2,Female,College,73455.0,Single,Star,7244.5,Standard,2017,11,,,0.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
266298,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,78202.0,Single,Star,7247.21,Standard,2016,12,2017.0,8.0,9.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
551429,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,94927.0,Married,Star,7247.71,Standard,2014,3,,,10.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
172059,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,59531.0,Single,Star,7249.07,Standard,2015,11,,,21.0,13.0,0.0,Class 2 (Low Value),Grade C - neutral
268643,Canada,Ontario,Toronto,M2Z 4K1,Female,College,73455.0,Single,Star,7250.03,Standard,2018,10,,,0.0,7.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
179053,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,73455.0,Married,Nova,8263.48,2018 Promotion,2018,4,,,0.0,45.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
620094,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,156628.0,Divorced,Star,7251.33,Standard,2016,5,,,15.0,28.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
849705,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,61020.0,Married,Star,7255.58,Standard,2013,12,,,21.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
695624,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,40432.0,Married,Star,7255.71,Standard,2015,10,,,25.0,16.0,0.0,Class 1 (High Value),Grade C - neutral
908374,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,96361.0,Married,Star,7258.63,Standard,2014,7,,,27.0,21.0,0.0,Class 1 (High Value),Grade C - neutral
978349,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,73455.0,Single,Star,7260.83,Standard,2017,2,,,16.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
924031,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,73455.0,Single,Star,7261.62,Standard,2018,5,,,0.0,3.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
213432,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,95373.0,Married,Star,7263.6,Standard,2013,10,,,16.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
248952,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,95373.0,Married,Star,7263.6,Standard,2013,5,,,3.0,11.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
296579,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59844.0,Married,Star,7268.1,Standard,2017,11,,,3.0,8.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
715947,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,49794.0,Single,Star,7268.74,Standard,2012,11,,,22.0,7.0,0.0,Class 2 (Low Value),Grade C - neutral
146839,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,180440.0,Single,Star,7271.43,Standard,2015,1,,,10.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
186754,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,180440.0,Single,Star,7271.43,Standard,2013,5,,,15.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
984409,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,73455.0,Single,Star,7275.89,Standard,2016,7,,,12.0,13.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
631051,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73455.0,Single,Star,7276.34,Standard,2015,2,,,7.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
539704,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,89755.0,Divorced,Star,7283.93,Standard,2015,5,,,15.0,24.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
852863,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,39632.0,Married,Star,7284.26,Standard,2013,10,,,9.0,23.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
246722,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,64680.0,Married,Star,7285.03,Standard,2017,9,,,0.0,4.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
654249,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,64680.0,Married,Star,7285.03,Standard,2018,7,,,0.0,3.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
689818,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64680.0,Married,Star,7285.03,Standard,2015,3,,,13.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
791280,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,64680.0,Married,Star,7285.03,Standard,2017,1,,,11.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
211755,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,73714.0,Married,Star,7285.1,Standard,2018,12,,,12.0,13.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
318180,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,73455.0,Single,Star,7286.16,Standard,2014,5,,,17.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
602150,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,90077.0,Married,Star,7288.88,Standard,2016,5,,,16.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
196514,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,76452.0,Married,Star,7289.3,Standard,2015,7,,,6.0,12.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
212762,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,73455.0,Married,Star,7292.4,Standard,2013,2,,,10.0,13.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
896075,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73455.0,Married,Star,7292.4,Standard,2016,5,,,15.0,14.0,0.0,Class 1 (High Value),Grade C - neutral
107141,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73455.0,Married,Star,7292.91,Standard,2013,8,,,14.0,14.0,0.0,Class 1 (High Value),Grade C - neutral
124207,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,92999.0,Married,Star,7294.4,Standard,2018,10,,,0.0,5.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
985765,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,56831.0,Married,Star,7295.33,Standard,2016,4,2018.0,9.0,29.0,7.0,0.0,Class 1 (High Value),Grade D - already cancelled
605849,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,51553.0,Married,Star,7295.43,Standard,2017,1,,,24.0,24.0,0.0,Class 1 (High Value),Grade C - neutral
514395,Canada,Ontario,London,M5B 3E4,Female,College,73455.0,Divorced,Star,7296.49,Standard,2013,8,,,11.0,10.0,0.0,Class 1 (High Value),Grade C - neutral
595235,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,49960.0,Married,Star,7297.69,Standard,2015,12,,,11.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
250854,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,54675.0,Married,Star,7308.43,Standard,2016,1,,,17.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
587800,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,73455.0,Single,Star,7320.07,Standard,2015,11,,,19.0,9.0,0.0,Class 1 (High Value),Grade C - neutral
634269,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,73455.0,Single,Star,7324.29,Standard,2015,2,2017.0,12.0,7.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
735790,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,70631.0,Divorced,Star,7325.89,Standard,2016,4,,,20.0,21.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
861700,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,47095.0,Single,Star,7325.92,Standard,2017,6,,,3.0,18.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
927446,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Star,7329.89,Standard,2017,9,,,8.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
100585,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,96269.0,Divorced,Star,7334.33,Standard,2013,11,,,16.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
540011,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,93320.0,Married,Star,7334.52,Standard,2013,6,,,18.0,16.0,0.0,Class 1 (High Value),Grade C - neutral
854243,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79010.0,Married,Star,7344.84,Standard,2013,1,,,26.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
560528,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,90432.0,Married,Star,7345.9,Standard,2016,11,,,23.0,19.0,0.0,Class 1 (High Value),Grade C - neutral
586401,Canada,Ontario,Kingston,M9K 2P4,Female,College,73455.0,Single,Star,7350.18,Standard,2017,11,,,3.0,17.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
857161,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,69803.0,Married,Star,7355.35,Standard,2015,8,,,17.0,13.0,0.0,Class 1 (High Value),Grade C - neutral
777531,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,70236.0,Married,Star,7360.87,Standard,2012,11,,,18.0,15.0,0.0,Class 1 (High Value),Grade C - neutral
841636,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,70236.0,Married,Star,7360.87,Standard,2015,11,2018.0,12.0,14.0,15.0,0.0,Class 1 (High Value),Grade D - already cancelled
229166,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,54042.0,Married,Star,7366.09,Standard,2014,9,,,17.0,25.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
319868,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54042.0,Married,Star,7366.09,Standard,2012,12,,,19.0,16.0,0.0,Class 1 (High Value),Grade C - neutral
545010,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,81571.0,Married,Star,7370.62,Standard,2018,8,,,0.0,9.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
394321,Canada,Quebec,Montreal,H2Y 2W2,Female,College,73455.0,Divorced,Star,7371.59,Standard,2014,9,,,9.0,14.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
686783,Canada,Quebec,Montreal,H2T 9K8,Female,College,73455.0,Married,Star,7377.23,Standard,2016,7,,,8.0,13.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
777108,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,73455.0,Single,Star,7378.51,Standard,2016,10,,,15.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
106038,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,47889.0,Married,Star,7380.09,Standard,2016,9,,,8.0,15.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
355707,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,47889.0,Married,Star,7380.09,Standard,2017,12,,,0.0,7.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
580493,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,71390.0,Married,Star,7380.57,Standard,2017,9,,,0.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
501109,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,71633.0,Married,Star,7385.36,Standard,2016,4,,,19.0,13.0,0.0,Class 1 (High Value),Grade C - neutral
517295,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,52990.0,Married,Star,7388.18,Standard,2014,12,,,11.0,14.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
711823,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,51944.0,Married,Star,7398.87,Standard,2015,12,,,9.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
759093,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,51944.0,Married,Star,7398.87,Standard,2013,7,,,0.0,6.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
438641,Canada,Newfoundland,St. John's,A1C 6H9,Female,High School or Below,58210.0,Married,Star,7403.45,Standard,2016,2,,,8.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
687820,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,73455.0,Single,Star,7411.81,Standard,2012,12,,,8.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
320996,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,70321.0,Divorced,Star,7412.03,Standard,2017,12,,,0.0,15.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
188655,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,70053.0,Married,Star,7413.42,Standard,2017,4,,,8.0,10.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
202329,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,20320.0,Married,Nova,9521.22,2018 Promotion,2018,3,,,0.0,26.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
819498,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,81266.0,Married,Star,7417.41,Standard,2018,8,,,0.0,7.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
568769,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,66596.0,Married,Star,7421.59,Standard,2016,9,,,17.0,15.0,0.0,Class 1 (High Value),Grade C - neutral
873579,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,58717.0,Divorced,Star,7423.9,Standard,2014,6,,,17.0,17.0,0.0,Class 2 (Low Value),Grade C - neutral
660047,Canada,Ontario,Ottawa,K1F 2R2,Female,College,73455.0,Single,Star,7423.93,Standard,2017,7,,,8.0,18.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
243741,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,93595.0,Married,Star,7425.85,Standard,2013,4,,,20.0,43.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
492367,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,74379.0,Married,Star,7425.87,Standard,2017,10,,,7.0,13.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
315482,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,59423.0,Married,Star,7426.46,Standard,2014,5,,,11.0,9.0,0.0,Class 1 (High Value),Grade C - neutral
121183,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,53016.0,Single,Star,7427.5,Standard,2014,5,,,20.0,31.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
409512,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,89198.0,Married,Star,7427.85,Standard,2013,5,,,10.0,10.0,0.0,Class 1 (High Value),Grade C - neutral
464606,Canada,Quebec,Quebec City,G1B 3L5,Female,College,73455.0,Married,Star,7429.08,Standard,2014,11,,,19.0,16.0,0.0,Class 1 (High Value),Grade C - neutral
619916,Canada,Quebec,Montreal,H2T 2J6,Male,College,73455.0,Single,Star,7432.2,Standard,2016,8,,,10.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
862159,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,74962.0,Single,Star,7432.86,Standard,2014,1,,,19.0,19.0,0.0,Class 1 (High Value),Grade C - neutral
646519,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,67804.0,Single,Star,7434.27,Standard,2013,12,,,10.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
146090,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76622.0,Divorced,Nova,10484.92,2018 Promotion,2018,2,,,0.0,8.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
846864,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,95469.0,Married,Star,7437.69,Standard,2015,1,,,23.0,0.0,0.0,Class 1 (High Value),Grade A - Most Likely
254097,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,84988.0,Married,Nova,10656.88,2018 Promotion,2018,3,2018.0,11.0,0.0,36.0,0.0,Class 1 (High Value),Grade D - already cancelled
765428,Canada,Ontario,Kingston,M9K 2P4,Female,College,73455.0,Single,Star,7452.23,Standard,2013,1,,,19.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
229842,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,High School or Below,43592.0,Divorced,Star,7453.0,Standard,2013,10,,,26.0,24.0,0.0,Class 2 (Low Value),Grade C - neutral
106637,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,86121.0,Married,Star,7455.36,Standard,2014,4,,,12.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
349278,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,86121.0,Married,Star,7455.36,Standard,2017,10,,,0.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
991084,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73455.0,Single,Star,7457.47,Standard,2015,1,,,10.0,11.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
234836,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83322.0,Married,Star,7462.93,Standard,2017,4,2017.0,12.0,12.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
277788,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,83322.0,Married,Star,7462.93,Standard,2013,1,,,18.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
330741,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,83322.0,Married,Star,7462.93,Standard,2014,3,,,16.0,19.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
341725,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,83322.0,Married,Star,7462.93,Standard,2016,4,,,11.0,13.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
390343,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,83322.0,Married,Star,7462.93,Standard,2016,4,,,16.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
673192,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,83322.0,Married,Star,7462.93,Standard,2014,3,,,14.0,27.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
954973,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83322.0,Married,Star,7462.93,Standard,2016,11,,,22.0,12.0,0.0,Class 1 (High Value),Grade C - neutral
381901,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,49907.0,Married,Star,7463.14,Standard,2013,1,,,14.0,6.0,0.0,Class 1 (High Value),Grade C - neutral
866606,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,49907.0,Married,Star,7463.14,Standard,2014,2,,,13.0,21.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
835508,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73455.0,Married,Star,7469.15,Standard,2016,12,,,11.0,7.0,0.0,Class 1 (High Value),Grade C - neutral
723476,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,67095.0,Married,Star,7469.56,Standard,2015,1,,,18.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
897293,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,67435.0,Married,Star,7477.18,Standard,2013,2,,,27.0,11.0,0.0,Class 1 (High Value),Grade C - neutral
472787,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,49125.0,Divorced,Star,7478.31,Standard,2012,9,,,24.0,10.0,0.0,Class 2 (Low Value),Grade C - neutral
127496,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,50688.0,Married,Star,7482.64,Standard,2018,11,,,0.0,4.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
317260,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,73455.0,Married,Star,7482.85,Standard,2017,7,,,4.0,20.0,0.0,Class 1 (High Value),Grade B - Less Likely / Not Likely
483631,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,103544.0,Divorced,Star,7486.07,Standard,2013,1,2018.0,4.0,15.0,0.0,0.0,Class 1 (High Value),Grade D - already cancelled
355099,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,60885.0,Divorced,Star,7488.79,Standard,2018,11,,,0.0,5.0,0.0,Class 2 (Low Value),Grade B - Less Likely / Not Likely
